ID=0, predicted=3, true=3, accuracy=1.0
ID=135, predicted=2, true=7, accuracy=0.0
ID=136, predicted=5, true=8, accuracy=0.0
ID=137, predicted=3, true=3, accuracy=1.0
ID=138, predicted=2, true=2, accuracy=1.0
ID=139, predicted=5, true=2, accuracy=0.0
ID=140, predicted=2, true=7, accuracy=0.0
ID=141, predicted=7, true=2, accuracy=0.0
ID=142, predicted=3, true=3, accuracy=1.0
ID=143, predicted=1, true=1, accuracy=1.0
ID=144, predicted=7, true=7, accuracy=1.0
ID=145, predicted=3, true=2, accuracy=0.0
ID=146, predicted=2, true=2, accuracy=1.0
ID=147, predicted=6, true=1, accuracy=0.0
ID=148, predicted=2, true=2, accuracy=1.0
ID=149, predicted=2, true=2, accuracy=1.0
ID=150, predicted=2, true=7, accuracy=0.0
ID=151, predicted=2, true=2, accuracy=1.0
ID=152, predicted=2, true=2, accuracy=1.0
ID=153, predicted=7, true=1, accuracy=0.0
ID=154, predicted=5, true=5, accuracy=1.0
ID=155, predicted=2, true=2, accuracy=1.0
ID=156, predicted=2, true=7, accuracy=0.0
ID=157, predicted=1, true=7, accuracy=0.0
ID=158, predicted=7, true=7, accuracy=1.0
ID=159, predicted=7, true=2, accuracy=0.0
ID=160, predicted=7, true=7, accuracy=1.0
ID=161, predicted=7, true=1, accuracy=0.0
ID=162, predicted=7, true=2, accuracy=0.0
ID=163, predicted=1, true=1, accuracy=1.0
ID=164, predicted=4, true=4, accuracy=1.0
ID=165, predicted=2, true=7, accuracy=0.0
ID=166, predicted=7, true=7, accuracy=1.0
ID=167, predicted=2, true=2, accuracy=1.0
ID=168, predicted=7, true=2, accuracy=0.0
ID=169, predicted=7, true=1, accuracy=0.0
ID=170, predicted=1, true=1, accuracy=1.0
ID=171, predicted=4, true=4, accuracy=1.0
ID=172, predicted=3, true=1, accuracy=0.0
ID=173, predicted=7, true=7, accuracy=1.0
ID=174, predicted=2, true=2, accuracy=1.0
ID=175, predicted=7, true=7, accuracy=1.0
ID=176, predicted=2, true=2, accuracy=1.0
ID=177, predicted=1, true=1, accuracy=1.0
ID=178, predicted=7, true=7, accuracy=1.0
ID=179, predicted=7, true=7, accuracy=1.0
ID=180, predicted=4, true=4, accuracy=1.0
ID=181, predicted=3, true=3, accuracy=1.0
ID=182, predicted=2, true=3, accuracy=0.0
ID=183, predicted=2, true=2, accuracy=1.0
ID=184, predicted=2, true=2, accuracy=1.0
ID=185, predicted=7, true=7, accuracy=1.0
ID=186, predicted=2, true=3, accuracy=0.0
ID=187, predicted=7, true=7, accuracy=1.0
ID=188, predicted=2, true=2, accuracy=1.0
ID=189, predicted=1, true=1, accuracy=1.0
ID=190, predicted=7, true=7, accuracy=1.0
ID=191, predicted=7, true=7, accuracy=1.0
ID=192, predicted=2, true=7, accuracy=0.0
ID=193, predicted=1, true=9, accuracy=0.0
ID=194, predicted=7, true=1, accuracy=0.0
ID=195, predicted=7, true=2, accuracy=0.0
ID=196, predicted=2, true=2, accuracy=1.0
ID=197, predicted=3, true=3, accuracy=1.0
ID=198, predicted=7, true=7, accuracy=1.0
ID=199, predicted=7, true=7, accuracy=1.0
ID=200, predicted=3, true=1, accuracy=0.0
ID=201, predicted=3, true=3, accuracy=1.0
ID=202, predicted=2, true=2, accuracy=1.0
ID=203, predicted=2, true=7, accuracy=0.0
ID=204, predicted=3, true=3, accuracy=1.0
ID=205, predicted=3, true=3, accuracy=1.0
ID=206, predicted=2, true=7, accuracy=0.0
ID=207, predicted=7, true=1, accuracy=0.0
ID=208, predicted=3, true=3, accuracy=1.0
ID=209, predicted=2, true=2, accuracy=1.0
ID=210, predicted=3, true=3, accuracy=1.0
ID=211, predicted=7, true=2, accuracy=0.0
ID=212, predicted=7, true=1, accuracy=0.0
ID=213, predicted=7, true=1, accuracy=0.0
ID=214, predicted=7, true=7, accuracy=1.0
ID=215, predicted=2, true=2, accuracy=1.0
ID=216, predicted=1, true=1, accuracy=1.0
ID=217, predicted=3, true=3, accuracy=1.0
ID=218, predicted=1, true=1, accuracy=1.0
ID=219, predicted=1, true=1, accuracy=1.0
ID=220, predicted=7, true=2, accuracy=0.0
ID=221, predicted=7, true=7, accuracy=1.0
ID=222, predicted=2, true=3, accuracy=0.0
ID=223, predicted=1, true=1, accuracy=1.0
ID=224, predicted=5, true=8, accuracy=0.0
ID=225, predicted=2, true=7, accuracy=0.0
ID=226, predicted=1, true=1, accuracy=1.0
ID=227, predicted=1, true=7, accuracy=0.0
ID=228, predicted=7, true=9, accuracy=0.0
ID=229, predicted=7, true=1, accuracy=0.0
ID=230, predicted=7, true=1, accuracy=0.0
ID=231, predicted=7, true=7, accuracy=1.0
ID=232, predicted=3, true=3, accuracy=1.0
ID=233, predicted=7, true=7, accuracy=1.0
ID=234, predicted=5, true=1, accuracy=0.0
ID=235, predicted=2, true=2, accuracy=1.0
ID=236, predicted=2, true=7, accuracy=0.0
ID=237, predicted=7, true=1, accuracy=0.0
ID=238, predicted=4, true=4, accuracy=1.0
ID=239, predicted=5, true=3, accuracy=0.0
ID=240, predicted=7, true=7, accuracy=1.0
ID=241, predicted=7, true=7, accuracy=1.0
ID=242, predicted=1, true=3, accuracy=0.0
ID=243, predicted=8, true=8, accuracy=1.0
ID=244, predicted=2, true=2, accuracy=1.0
ID=245, predicted=2, true=7, accuracy=0.0
ID=246, predicted=2, true=2, accuracy=1.0
ID=247, predicted=1, true=1, accuracy=1.0
ID=248, predicted=7, true=7, accuracy=1.0
ID=249, predicted=1, true=1, accuracy=1.0
ID=250, predicted=7, true=9, accuracy=0.0
ID=251, predicted=3, true=3, accuracy=1.0
ID=252, predicted=2, true=1, accuracy=0.0
ID=253, predicted=7, true=7, accuracy=1.0
ID=254, predicted=1, true=1, accuracy=1.0
ID=255, predicted=7, true=4, accuracy=0.0
ID=256, predicted=3, true=3, accuracy=1.0
ID=257, predicted=2, true=2, accuracy=1.0
ID=258, predicted=7, true=1, accuracy=0.0
ID=259, predicted=2, true=3, accuracy=0.0
ID=260, predicted=7, true=2, accuracy=0.0
ID=261, predicted=2, true=2, accuracy=1.0
ID=262, predicted=4, true=4, accuracy=1.0
ID=263, predicted=7, true=9, accuracy=0.0
ID=264, predicted=7, true=2, accuracy=0.0
ID=265, predicted=3, true=2, accuracy=0.0
ID=266, predicted=4, true=4, accuracy=1.0
ID=267, predicted=7, true=7, accuracy=1.0
ID=268, predicted=1, true=7, accuracy=0.0
ID=269, predicted=7, true=7, accuracy=1.0
ID=270, predicted=7, true=7, accuracy=1.0
ID=271, predicted=7, true=7, accuracy=1.0
ID=272, predicted=4, true=8, accuracy=0.0
ID=273, predicted=2, true=2, accuracy=1.0
ID=274, predicted=7, true=2, accuracy=0.0
ID=275, predicted=7, true=7, accuracy=1.0
ID=276, predicted=3, true=3, accuracy=1.0
ID=277, predicted=2, true=2, accuracy=1.0
ID=278, predicted=7, true=1, accuracy=0.0
ID=279, predicted=7, true=2, accuracy=0.0
ID=280, predicted=7, true=7, accuracy=1.0
ID=281, predicted=5, true=7, accuracy=0.0
ID=282, predicted=2, true=2, accuracy=1.0
ID=283, predicted=1, true=7, accuracy=0.0
ID=284, predicted=2, true=2, accuracy=1.0
ID=285, predicted=7, true=7, accuracy=1.0
ID=286, predicted=7, true=2, accuracy=0.0
ID=287, predicted=7, true=7, accuracy=1.0
ID=288, predicted=3, true=3, accuracy=1.0
ID=289, predicted=2, true=2, accuracy=1.0
ID=290, predicted=3, true=3, accuracy=1.0
ID=291, predicted=5, true=5, accuracy=1.0
ID=292, predicted=7, true=2, accuracy=0.0
ID=293, predicted=7, true=7, accuracy=1.0
ID=294, predicted=7, true=8, accuracy=0.0
ID=295, predicted=2, true=1, accuracy=0.0
ID=296, predicted=3, true=3, accuracy=1.0
ID=297, predicted=3, true=2, accuracy=0.0
ID=298, predicted=7, true=7, accuracy=1.0
ID=299, predicted=6, true=1, accuracy=0.0
ID=300, predicted=7, true=7, accuracy=1.0
ID=301, predicted=7, true=1, accuracy=0.0
ID=302, predicted=7, true=1, accuracy=0.0
ID=303, predicted=2, true=3, accuracy=0.0
ID=304, predicted=2, true=2, accuracy=1.0
ID=305, predicted=2, true=2, accuracy=1.0
ID=306, predicted=7, true=7, accuracy=1.0
ID=307, predicted=7, true=8, accuracy=0.0
ID=308, predicted=7, true=7, accuracy=1.0
ID=309, predicted=1, true=1, accuracy=1.0
ID=310, predicted=3, true=3, accuracy=1.0
ID=311, predicted=2, true=7, accuracy=0.0
ID=312, predicted=7, true=1, accuracy=0.0
ID=313, predicted=7, true=7, accuracy=1.0
ID=314, predicted=7, true=7, accuracy=1.0
ID=315, predicted=7, true=7, accuracy=1.0
ID=316, predicted=7, true=7, accuracy=1.0
ID=317, predicted=2, true=7, accuracy=0.0
ID=318, predicted=3, true=3, accuracy=1.0
ID=319, predicted=1, true=1, accuracy=1.0
ID=320, predicted=3, true=9, accuracy=0.0
ID=321, predicted=7, true=7, accuracy=1.0
ID=322, predicted=7, true=7, accuracy=1.0
ID=323, predicted=3, true=3, accuracy=1.0
ID=324, predicted=5, true=5, accuracy=1.0
ID=325, predicted=7, true=2, accuracy=0.0
ID=326, predicted=2, true=2, accuracy=1.0
ID=327, predicted=7, true=7, accuracy=1.0
ID=328, predicted=3, true=3, accuracy=1.0
ID=329, predicted=1, true=1, accuracy=1.0
ID=330, predicted=3, true=7, accuracy=0.0
ID=331, predicted=5, true=5, accuracy=1.0
ID=332, predicted=2, true=2, accuracy=1.0
ID=333, predicted=1, true=7, accuracy=0.0
ID=334, predicted=7, true=2, accuracy=0.0
ID=335, predicted=6, true=6, accuracy=1.0
ID=336, predicted=2, true=2, accuracy=1.0
ID=337, predicted=1, true=2, accuracy=0.0
ID=338, predicted=1, true=9, accuracy=0.0
ID=339, predicted=1, true=7, accuracy=0.0
ID=340, predicted=3, true=9, accuracy=0.0
ID=341, predicted=3, true=3, accuracy=1.0
ID=342, predicted=1, true=5, accuracy=0.0
ID=343, predicted=7, true=5, accuracy=0.0
ID=344, predicted=2, true=2, accuracy=1.0
ID=345, predicted=2, true=2, accuracy=1.0
ID=346, predicted=5, true=2, accuracy=0.0
ID=347, predicted=7, true=1, accuracy=0.0
ID=348, predicted=2, true=2, accuracy=1.0
ID=349, predicted=2, true=2, accuracy=1.0
ID=350, predicted=7, true=7, accuracy=1.0
ID=351, predicted=7, true=7, accuracy=1.0
ID=352, predicted=2, true=7, accuracy=0.0
ID=353, predicted=1, true=6, accuracy=0.0
ID=354, predicted=7, true=1, accuracy=0.0
ID=355, predicted=1, true=1, accuracy=1.0
ID=356, predicted=2, true=2, accuracy=1.0
ID=357, predicted=7, true=7, accuracy=1.0
ID=358, predicted=2, true=7, accuracy=0.0
ID=359, predicted=2, true=7, accuracy=0.0
ID=360, predicted=3, true=3, accuracy=1.0
ID=361, predicted=7, true=7, accuracy=1.0
ID=362, predicted=1, true=2, accuracy=0.0
ID=363, predicted=7, true=2, accuracy=0.0
ID=364, predicted=2, true=7, accuracy=0.0
ID=365, predicted=7, true=7, accuracy=1.0
ID=366, predicted=7, true=2, accuracy=0.0
ID=367, predicted=7, true=6, accuracy=0.0
ID=368, predicted=3, true=2, accuracy=0.0
ID=369, predicted=1, true=1, accuracy=1.0
ID=370, predicted=3, true=3, accuracy=1.0
ID=371, predicted=2, true=2, accuracy=1.0
ID=372, predicted=7, true=2, accuracy=0.0
ID=373, predicted=7, true=7, accuracy=1.0
ID=374, predicted=2, true=2, accuracy=1.0
ID=375, predicted=2, true=2, accuracy=1.0
ID=376, predicted=3, true=3, accuracy=1.0
ID=377, predicted=7, true=7, accuracy=1.0
ID=378, predicted=7, true=7, accuracy=1.0
ID=379, predicted=2, true=2, accuracy=1.0
ID=380, predicted=7, true=1, accuracy=0.0
ID=381, predicted=2, true=7, accuracy=0.0
ID=382, predicted=7, true=1, accuracy=0.0
ID=383, predicted=4, true=4, accuracy=1.0
ID=384, predicted=1, true=1, accuracy=1.0
ID=385, predicted=2, true=7, accuracy=0.0
ID=386, predicted=7, true=5, accuracy=0.0
ID=387, predicted=2, true=2, accuracy=1.0
ID=388, predicted=7, true=7, accuracy=1.0
ID=389, predicted=7, true=1, accuracy=0.0
ID=390, predicted=7, true=7, accuracy=1.0
ID=391, predicted=7, true=7, accuracy=1.0
ID=392, predicted=2, true=2, accuracy=1.0
ID=393, predicted=7, true=7, accuracy=1.0
ID=394, predicted=7, true=7, accuracy=1.0
ID=395, predicted=2, true=2, accuracy=1.0
ID=396, predicted=3, true=3, accuracy=1.0
ID=397, predicted=2, true=7, accuracy=0.0
ID=398, predicted=7, true=2, accuracy=0.0
ID=399, predicted=7, true=2, accuracy=0.0
ID=400, predicted=7, true=7, accuracy=1.0
ID=401, predicted=3, true=1, accuracy=0.0
ID=402, predicted=2, true=2, accuracy=1.0
ID=403, predicted=2, true=7, accuracy=0.0
ID=404, predicted=7, true=2, accuracy=0.0
ID=405, predicted=3, true=3, accuracy=1.0
ID=406, predicted=10, true=10, accuracy=1.0
ID=407, predicted=2, true=2, accuracy=1.0
ID=408, predicted=3, true=3, accuracy=1.0
ID=409, predicted=2, true=2, accuracy=1.0
ID=410, predicted=3, true=3, accuracy=1.0
ID=411, predicted=3, true=3, accuracy=1.0
ID=412, predicted=7, true=7, accuracy=1.0
ID=413, predicted=2, true=7, accuracy=0.0
ID=414, predicted=4, true=5, accuracy=0.0
ID=415, predicted=3, true=3, accuracy=1.0
ID=416, predicted=3, true=5, accuracy=0.0
ID=417, predicted=1, true=1, accuracy=1.0
ID=418, predicted=2, true=2, accuracy=1.0
ID=419, predicted=1, true=1, accuracy=1.0
ID=420, predicted=7, true=7, accuracy=1.0
ID=421, predicted=3, true=2, accuracy=0.0
ID=422, predicted=3, true=3, accuracy=1.0
ID=423, predicted=7, true=2, accuracy=0.0
ID=424, predicted=7, true=7, accuracy=1.0
ID=425, predicted=3, true=3, accuracy=1.0
ID=426, predicted=2, true=7, accuracy=0.0
ID=427, predicted=2, true=7, accuracy=0.0
ID=428, predicted=7, true=7, accuracy=1.0
ID=429, predicted=1, true=1, accuracy=1.0
ID=430, predicted=1, true=1, accuracy=1.0
ID=431, predicted=7, true=7, accuracy=1.0
ID=432, predicted=7, true=2, accuracy=0.0
ID=433, predicted=7, true=7, accuracy=1.0
ID=434, predicted=1, true=1, accuracy=1.0
ID=435, predicted=6, true=6, accuracy=1.0
ID=436, predicted=3, true=9, accuracy=0.0
ID=437, predicted=2, true=2, accuracy=1.0
ID=438, predicted=7, true=7, accuracy=1.0
ID=439, predicted=3, true=3, accuracy=1.0
ID=440, predicted=1, true=3, accuracy=0.0
ID=441, predicted=2, true=2, accuracy=1.0
ID=442, predicted=5, true=3, accuracy=0.0
ID=443, predicted=2, true=2, accuracy=1.0
ID=444, predicted=7, true=7, accuracy=1.0
ID=445, predicted=7, true=7, accuracy=1.0
ID=446, predicted=3, true=3, accuracy=1.0
ID=447, predicted=8, true=8, accuracy=1.0
ID=448, predicted=7, true=7, accuracy=1.0
ID=449, predicted=2, true=7, accuracy=0.0
ID=450, predicted=2, true=7, accuracy=0.0
ID=451, predicted=3, true=3, accuracy=1.0
ID=452, predicted=2, true=2, accuracy=1.0
ID=453, predicted=7, true=2, accuracy=0.0
ID=454, predicted=2, true=2, accuracy=1.0
ID=455, predicted=3, true=3, accuracy=1.0
ID=456, predicted=1, true=1, accuracy=1.0
ID=457, predicted=7, true=2, accuracy=0.0
ID=458, predicted=2, true=2, accuracy=1.0
ID=459, predicted=2, true=7, accuracy=0.0
ID=460, predicted=5, true=4, accuracy=0.0
ID=461, predicted=7, true=7, accuracy=1.0
ID=462, predicted=2, true=2, accuracy=1.0
ID=463, predicted=2, true=2, accuracy=1.0
ID=464, predicted=1, true=1, accuracy=1.0
ID=465, predicted=3, true=3, accuracy=1.0
ID=466, predicted=2, true=2, accuracy=1.0
ID=467, predicted=7, true=7, accuracy=1.0
ID=468, predicted=2, true=2, accuracy=1.0
ID=469, predicted=7, true=7, accuracy=1.0
ID=470, predicted=5, true=1, accuracy=0.0
ID=471, predicted=1, true=1, accuracy=1.0
ID=472, predicted=8, true=4, accuracy=0.0
ID=473, predicted=8, true=8, accuracy=1.0
ID=474, predicted=1, true=1, accuracy=1.0
ID=475, predicted=7, true=1, accuracy=0.0
ID=476, predicted=7, true=1, accuracy=0.0
ID=477, predicted=1, true=1, accuracy=1.0
ID=478, predicted=5, true=5, accuracy=1.0
ID=479, predicted=3, true=3, accuracy=1.0
ID=480, predicted=7, true=2, accuracy=0.0
ID=481, predicted=1, true=8, accuracy=0.0
ID=482, predicted=2, true=2, accuracy=1.0
ID=483, predicted=7, true=1, accuracy=0.0
classification accuracy=0.6054
Correct Predictions = 293, Incorrect Predictions = 191
