ID=0, predicted=8, true=8, accuracy=1.0
ID=182, predicted=6, true=6, accuracy=1.0
ID=183, predicted=0, true=0, accuracy=1.0
ID=184, predicted=3, true=2, accuracy=0.0
ID=185, predicted=8, true=8, accuracy=1.0
ID=186, predicted=6, true=6, accuracy=1.0
ID=187, predicted=4, true=0, accuracy=0.0
ID=188, predicted=6, true=6, accuracy=1.0
ID=189, predicted=4, true=4, accuracy=1.0
ID=190, predicted=2, true=2, accuracy=1.0
ID=191, predicted=6, true=5, accuracy=0.0
ID=192, predicted=1, true=1, accuracy=1.0
ID=193, predicted=8, true=8, accuracy=1.0
ID=194, predicted=2, true=2, accuracy=1.0
ID=195, predicted=5, true=5, accuracy=1.0
ID=196, predicted=0, true=0, accuracy=1.0
ID=197, predicted=3, true=3, accuracy=1.0
ID=198, predicted=0, true=0, accuracy=1.0
ID=199, predicted=6, true=6, accuracy=1.0
ID=200, predicted=9, true=5, accuracy=0.0
ID=201, predicted=7, true=7, accuracy=1.0
ID=202, predicted=1, true=1, accuracy=1.0
ID=203, predicted=6, true=6, accuracy=1.0
ID=204, predicted=2, true=2, accuracy=1.0
ID=205, predicted=9, true=9, accuracy=1.0
ID=206, predicted=8, true=8, accuracy=1.0
ID=207, predicted=1, true=1, accuracy=1.0
ID=208, predicted=0, true=0, accuracy=1.0
ID=209, predicted=7, true=7, accuracy=1.0
ID=210, predicted=1, true=1, accuracy=1.0
ID=211, predicted=8, true=8, accuracy=1.0
ID=212, predicted=6, true=6, accuracy=1.0
ID=213, predicted=3, true=3, accuracy=1.0
ID=214, predicted=2, true=2, accuracy=1.0
ID=215, predicted=2, true=2, accuracy=1.0
ID=216, predicted=9, true=7, accuracy=0.0
ID=217, predicted=8, true=8, accuracy=1.0
ID=218, predicted=5, true=5, accuracy=1.0
ID=219, predicted=4, true=4, accuracy=1.0
ID=220, predicted=4, true=4, accuracy=1.0
ID=221, predicted=9, true=9, accuracy=1.0
ID=222, predicted=8, true=8, accuracy=1.0
ID=223, predicted=3, true=8, accuracy=0.0
ID=224, predicted=1, true=1, accuracy=1.0
ID=225, predicted=5, true=5, accuracy=1.0
ID=226, predicted=0, true=0, accuracy=1.0
ID=227, predicted=2, true=2, accuracy=1.0
ID=228, predicted=2, true=2, accuracy=1.0
ID=229, predicted=3, true=7, accuracy=0.0
ID=230, predicted=7, true=7, accuracy=1.0
ID=231, predicted=9, true=9, accuracy=1.0
ID=232, predicted=0, true=0, accuracy=1.0
ID=233, predicted=5, true=6, accuracy=0.0
ID=234, predicted=2, true=2, accuracy=1.0
ID=235, predicted=3, true=3, accuracy=1.0
ID=236, predicted=6, true=6, accuracy=1.0
ID=237, predicted=6, true=6, accuracy=1.0
ID=238, predicted=4, true=4, accuracy=1.0
ID=239, predicted=6, true=6, accuracy=1.0
ID=240, predicted=7, true=7, accuracy=1.0
ID=241, predicted=0, true=0, accuracy=1.0
ID=242, predicted=9, true=9, accuracy=1.0
ID=243, predicted=1, true=9, accuracy=0.0
ID=244, predicted=3, true=3, accuracy=1.0
ID=245, predicted=6, true=6, accuracy=1.0
ID=246, predicted=6, true=6, accuracy=1.0
ID=247, predicted=8, true=8, accuracy=1.0
ID=248, predicted=3, true=5, accuracy=0.0
ID=249, predicted=2, true=2, accuracy=1.0
ID=250, predicted=1, true=1, accuracy=1.0
ID=251, predicted=8, true=3, accuracy=0.5
ID=252, predicted=8, true=8, accuracy=1.0
ID=253, predicted=2, true=2, accuracy=1.0
ID=254, predicted=5, true=5, accuracy=1.0
ID=255, predicted=0, true=0, accuracy=1.0
ID=256, predicted=2, true=2, accuracy=1.0
ID=257, predicted=6, true=6, accuracy=1.0
ID=258, predicted=4, true=4, accuracy=1.0
ID=259, predicted=7, true=7, accuracy=1.0
ID=260, predicted=4, true=4, accuracy=1.0
ID=261, predicted=8, true=8, accuracy=1.0
ID=262, predicted=4, true=4, accuracy=1.0
ID=263, predicted=6, true=6, accuracy=1.0
ID=264, predicted=9, true=9, accuracy=1.0
ID=265, predicted=0, true=0, accuracy=1.0
ID=266, predicted=9, true=9, accuracy=1.0
ID=267, predicted=1, true=0, accuracy=0.0
ID=268, predicted=2, true=2, accuracy=1.0
ID=269, predicted=0, true=0, accuracy=1.0
ID=270, predicted=8, true=8, accuracy=1.0
ID=271, predicted=4, true=4, accuracy=1.0
ID=272, predicted=1, true=1, accuracy=1.0
ID=273, predicted=6, true=6, accuracy=1.0
ID=274, predicted=7, true=7, accuracy=1.0
ID=275, predicted=1, true=1, accuracy=1.0
ID=276, predicted=8, true=8, accuracy=1.0
ID=277, predicted=1, true=1, accuracy=1.0
ID=278, predicted=2, true=2, accuracy=1.0
ID=279, predicted=9, true=9, accuracy=1.0
ID=280, predicted=1, true=1, accuracy=1.0
ID=281, predicted=7, true=7, accuracy=1.0
ID=282, predicted=1, true=2, accuracy=0.0
ID=283, predicted=2, true=2, accuracy=1.0
ID=284, predicted=0, true=0, accuracy=1.0
ID=285, predicted=0, true=0, accuracy=1.0
ID=286, predicted=7, true=7, accuracy=1.0
ID=287, predicted=0, true=8, accuracy=0.0
ID=288, predicted=3, true=3, accuracy=1.0
ID=289, predicted=1, true=1, accuracy=1.0
ID=290, predicted=3, true=3, accuracy=1.0
ID=291, predicted=3, true=7, accuracy=0.0
ID=292, predicted=0, true=0, accuracy=1.0
ID=293, predicted=2, true=2, accuracy=1.0
ID=294, predicted=3, true=3, accuracy=1.0
ID=295, predicted=8, true=8, accuracy=1.0
ID=296, predicted=8, true=8, accuracy=1.0
ID=297, predicted=9, true=5, accuracy=0.0
ID=298, predicted=1, true=1, accuracy=1.0
ID=299, predicted=3, true=3, accuracy=1.0
ID=300, predicted=5, true=5, accuracy=1.0
ID=301, predicted=5, true=5, accuracy=1.0
ID=302, predicted=6, true=6, accuracy=1.0
ID=303, predicted=0, true=0, accuracy=1.0
ID=304, predicted=4, true=4, accuracy=1.0
ID=305, predicted=4, true=4, accuracy=1.0
ID=306, predicted=2, true=7, accuracy=0.0
ID=307, predicted=6, true=6, accuracy=1.0
ID=308, predicted=9, true=9, accuracy=0.5
ID=309, predicted=4, true=4, accuracy=1.0
ID=310, predicted=6, true=6, accuracy=1.0
ID=311, predicted=6, true=6, accuracy=1.0
ID=312, predicted=3, true=3, accuracy=1.0
ID=313, predicted=8, true=8, accuracy=1.0
ID=314, predicted=8, true=7, accuracy=0.0
ID=315, predicted=8, true=8, accuracy=1.0
ID=316, predicted=4, true=4, accuracy=1.0
ID=317, predicted=9, true=9, accuracy=1.0
ID=318, predicted=8, true=8, accuracy=1.0
ID=319, predicted=7, true=7, accuracy=1.0
ID=320, predicted=1, true=3, accuracy=0.0
ID=321, predicted=0, true=0, accuracy=1.0
ID=322, predicted=8, true=7, accuracy=0.0
ID=323, predicted=5, true=5, accuracy=1.0
ID=324, predicted=5, true=5, accuracy=1.0
ID=325, predicted=7, true=7, accuracy=1.0
ID=326, predicted=7, true=7, accuracy=1.0
ID=327, predicted=5, true=5, accuracy=1.0
ID=328, predicted=8, true=8, accuracy=1.0
ID=329, predicted=6, true=6, accuracy=1.0
ID=330, predicted=3, true=3, accuracy=1.0
ID=331, predicted=4, true=4, accuracy=1.0
ID=332, predicted=7, true=7, accuracy=1.0
ID=333, predicted=2, true=2, accuracy=1.0
ID=334, predicted=8, true=8, accuracy=1.0
ID=335, predicted=6, true=6, accuracy=1.0
ID=336, predicted=5, true=5, accuracy=1.0
ID=337, predicted=9, true=9, accuracy=1.0
ID=338, predicted=7, true=7, accuracy=1.0
ID=339, predicted=7, true=7, accuracy=1.0
ID=340, predicted=5, true=5, accuracy=1.0
ID=341, predicted=4, true=4, accuracy=1.0
ID=342, predicted=0, true=0, accuracy=1.0
ID=343, predicted=0, true=8, accuracy=0.0
ID=344, predicted=1, true=1, accuracy=1.0
ID=345, predicted=9, true=9, accuracy=1.0
ID=346, predicted=7, true=7, accuracy=1.0
ID=347, predicted=4, true=4, accuracy=1.0
ID=348, predicted=3, true=3, accuracy=1.0
ID=349, predicted=8, true=8, accuracy=1.0
ID=350, predicted=4, true=4, accuracy=1.0
ID=351, predicted=2, true=2, accuracy=1.0
ID=352, predicted=5, true=5, accuracy=1.0
ID=353, predicted=5, true=5, accuracy=1.0
ID=354, predicted=2, true=2, accuracy=1.0
ID=355, predicted=5, true=5, accuracy=1.0
ID=356, predicted=4, true=4, accuracy=1.0
ID=357, predicted=1, true=1, accuracy=1.0
ID=358, predicted=9, true=9, accuracy=1.0
ID=359, predicted=1, true=8, accuracy=0.0
ID=360, predicted=3, true=3, accuracy=1.0
ID=361, predicted=2, true=2, accuracy=1.0
ID=362, predicted=6, true=2, accuracy=0.0
ID=363, predicted=1, true=1, accuracy=1.0
ID=364, predicted=5, true=9, accuracy=0.0
ID=365, predicted=7, true=7, accuracy=1.0
ID=366, predicted=7, true=7, accuracy=1.0
ID=367, predicted=7, true=7, accuracy=1.0
ID=368, predicted=6, true=6, accuracy=1.0
ID=369, predicted=0, true=0, accuracy=1.0
ID=370, predicted=4, true=4, accuracy=1.0
ID=371, predicted=0, true=0, accuracy=1.0
ID=372, predicted=1, true=1, accuracy=1.0
ID=373, predicted=7, true=7, accuracy=1.0
ID=374, predicted=2, true=2, accuracy=1.0
ID=375, predicted=8, true=8, accuracy=1.0
ID=376, predicted=4, true=4, accuracy=1.0
ID=377, predicted=8, true=8, accuracy=1.0
ID=378, predicted=8, true=8, accuracy=1.0
ID=379, predicted=9, true=9, accuracy=1.0
ID=380, predicted=7, true=7, accuracy=1.0
ID=381, predicted=1, true=1, accuracy=1.0
ID=382, predicted=5, true=5, accuracy=1.0
ID=383, predicted=7, true=7, accuracy=1.0
ID=384, predicted=2, true=1, accuracy=0.0
ID=385, predicted=6, true=6, accuracy=1.0
ID=386, predicted=6, true=6, accuracy=1.0
ID=387, predicted=0, true=0, accuracy=1.0
ID=388, predicted=1, true=1, accuracy=1.0
ID=389, predicted=4, true=4, accuracy=1.0
ID=390, predicted=0, true=0, accuracy=1.0
ID=391, predicted=7, true=7, accuracy=1.0
ID=392, predicted=1, true=1, accuracy=1.0
ID=393, predicted=9, true=9, accuracy=1.0
ID=394, predicted=1, true=1, accuracy=1.0
ID=395, predicted=1, true=7, accuracy=0.0
ID=396, predicted=6, true=6, accuracy=1.0
ID=397, predicted=6, true=6, accuracy=1.0
ID=398, predicted=6, true=6, accuracy=1.0
ID=399, predicted=7, true=7, accuracy=1.0
ID=400, predicted=6, true=6, accuracy=1.0
ID=401, predicted=0, true=0, accuracy=1.0
ID=402, predicted=1, true=3, accuracy=0.0
ID=403, predicted=5, true=5, accuracy=1.0
ID=404, predicted=5, true=4, accuracy=0.0
ID=405, predicted=1, true=3, accuracy=0.5
ID=406, predicted=9, true=9, accuracy=1.0
ID=407, predicted=7, true=7, accuracy=1.0
ID=408, predicted=7, true=7, accuracy=1.0
ID=409, predicted=3, true=3, accuracy=1.0
ID=410, predicted=7, true=2, accuracy=0.0
ID=411, predicted=9, true=5, accuracy=0.0
ID=412, predicted=2, true=1, accuracy=0.0
ID=413, predicted=7, true=7, accuracy=1.0
ID=414, predicted=5, true=5, accuracy=1.0
ID=415, predicted=9, true=9, accuracy=1.0
ID=416, predicted=0, true=0, accuracy=1.0
ID=417, predicted=2, true=2, accuracy=1.0
ID=418, predicted=4, true=4, accuracy=1.0
ID=419, predicted=5, true=9, accuracy=0.0
ID=420, predicted=7, true=7, accuracy=1.0
ID=421, predicted=4, true=4, accuracy=1.0
ID=422, predicted=8, true=8, accuracy=1.0
ID=423, predicted=3, true=3, accuracy=1.0
ID=424, predicted=8, true=8, accuracy=0.5
ID=425, predicted=9, true=9, accuracy=1.0
ID=426, predicted=0, true=0, accuracy=1.0
ID=427, predicted=5, true=6, accuracy=0.0
ID=428, predicted=5, true=5, accuracy=1.0
ID=429, predicted=8, true=0, accuracy=0.0
ID=430, predicted=8, true=0, accuracy=0.0
ID=431, predicted=5, true=5, accuracy=1.0
ID=432, predicted=3, true=7, accuracy=0.0
ID=433, predicted=9, true=9, accuracy=1.0
ID=434, predicted=0, true=8, accuracy=0.0
ID=435, predicted=5, true=5, accuracy=1.0
ID=436, predicted=2, true=2, accuracy=1.0
ID=437, predicted=8, true=8, accuracy=1.0
ID=438, predicted=7, true=8, accuracy=0.0
ID=439, predicted=0, true=0, accuracy=1.0
ID=440, predicted=5, true=4, accuracy=0.0
ID=441, predicted=9, true=5, accuracy=0.0
ID=442, predicted=9, true=3, accuracy=0.0
ID=443, predicted=6, true=6, accuracy=1.0
ID=444, predicted=2, true=2, accuracy=1.0
ID=445, predicted=7, true=7, accuracy=1.0
ID=446, predicted=1, true=1, accuracy=1.0
ID=447, predicted=9, true=9, accuracy=1.0
ID=448, predicted=7, true=7, accuracy=1.0
ID=449, predicted=6, true=6, accuracy=1.0
ID=450, predicted=5, true=5, accuracy=1.0
ID=451, predicted=8, true=8, accuracy=1.0
ID=452, predicted=3, true=3, accuracy=1.0
ID=453, predicted=8, true=0, accuracy=0.0
ID=454, predicted=1, true=1, accuracy=0.5
ID=455, predicted=4, true=4, accuracy=1.0
ID=456, predicted=4, true=0, accuracy=0.0
ID=457, predicted=6, true=6, accuracy=1.0
ID=458, predicted=4, true=4, accuracy=1.0
ID=459, predicted=9, true=9, accuracy=1.0
ID=460, predicted=0, true=0, accuracy=1.0
ID=461, predicted=4, true=3, accuracy=0.0
ID=462, predicted=3, true=3, accuracy=1.0
ID=463, predicted=6, true=6, accuracy=1.0
ID=464, predicted=1, true=2, accuracy=0.0
ID=465, predicted=6, true=6, accuracy=1.0
ID=466, predicted=9, true=9, accuracy=1.0
ID=467, predicted=0, true=0, accuracy=1.0
ID=468, predicted=6, true=6, accuracy=1.0
ID=469, predicted=8, true=8, accuracy=1.0
ID=470, predicted=2, true=2, accuracy=1.0
ID=471, predicted=7, true=7, accuracy=1.0
ID=472, predicted=9, true=4, accuracy=0.0
ID=473, predicted=9, true=5, accuracy=0.0
ID=474, predicted=6, true=6, accuracy=1.0
ID=475, predicted=8, true=8, accuracy=1.0
ID=476, predicted=4, true=4, accuracy=1.0
ID=477, predicted=6, true=4, accuracy=0.0
ID=478, predicted=2, true=1, accuracy=0.0
ID=479, predicted=3, true=3, accuracy=1.0
ID=480, predicted=6, true=6, accuracy=1.0
ID=481, predicted=1, true=1, accuracy=1.0
ID=482, predicted=7, true=7, accuracy=1.0
ID=483, predicted=2, true=4, accuracy=0.0
ID=484, predicted=3, true=3, accuracy=1.0
ID=485, predicted=4, true=4, accuracy=1.0
ID=486, predicted=8, true=8, accuracy=1.0
ID=487, predicted=7, true=7, accuracy=1.0
ID=488, predicted=3, true=3, accuracy=1.0
ID=489, predicted=5, true=9, accuracy=0.5
ID=490, predicted=1, true=1, accuracy=1.0
ID=491, predicted=5, true=5, accuracy=1.0
ID=492, predicted=5, true=5, accuracy=1.0
ID=493, predicted=6, true=6, accuracy=1.0
ID=494, predicted=3, true=3, accuracy=1.0
ID=495, predicted=2, true=2, accuracy=1.0
ID=496, predicted=7, true=3, accuracy=0.0
ID=497, predicted=1, true=1, accuracy=1.0
ID=498, predicted=9, true=5, accuracy=0.0
ID=499, predicted=6, true=6, accuracy=1.0
ID=500, predicted=9, true=5, accuracy=0.0
ID=501, predicted=9, true=9, accuracy=1.0
ID=502, predicted=3, true=3, accuracy=1.0
ID=503, predicted=1, true=1, accuracy=1.0
ID=504, predicted=4, true=4, accuracy=1.0
ID=505, predicted=6, true=6, accuracy=1.0
ID=506, predicted=1, true=1, accuracy=1.0
ID=507, predicted=8, true=8, accuracy=1.0
ID=508, predicted=9, true=9, accuracy=1.0
ID=509, predicted=0, true=0, accuracy=1.0
ID=510, predicted=7, true=7, accuracy=1.0
ID=511, predicted=1, true=1, accuracy=1.0
ID=512, predicted=9, true=9, accuracy=1.0
ID=513, predicted=6, true=6, accuracy=1.0
ID=514, predicted=8, true=8, accuracy=1.0
ID=515, predicted=2, true=2, accuracy=1.0
ID=516, predicted=7, true=7, accuracy=1.0
ID=517, predicted=0, true=0, accuracy=1.0
ID=518, predicted=9, true=9, accuracy=1.0
ID=519, predicted=5, true=5, accuracy=1.0
ID=520, predicted=0, true=0, accuracy=1.0
ID=521, predicted=0, true=0, accuracy=1.0
ID=522, predicted=9, true=9, accuracy=1.0
ID=523, predicted=4, true=4, accuracy=1.0
ID=524, predicted=7, true=7, accuracy=1.0
ID=525, predicted=6, true=6, accuracy=1.0
ID=526, predicted=0, true=0, accuracy=1.0
ID=527, predicted=9, true=9, accuracy=1.0
ID=528, predicted=9, true=7, accuracy=0.0
ID=529, predicted=8, true=0, accuracy=0.0
ID=530, predicted=7, true=7, accuracy=1.0
ID=531, predicted=1, true=2, accuracy=0.0
ID=532, predicted=1, true=2, accuracy=0.0
ID=533, predicted=5, true=5, accuracy=1.0
ID=534, predicted=9, true=7, accuracy=0.0
ID=535, predicted=1, true=1, accuracy=1.0
ID=536, predicted=8, true=5, accuracy=0.0
ID=537, predicted=0, true=0, accuracy=1.0
ID=538, predicted=0, true=0, accuracy=1.0
ID=539, predicted=1, true=9, accuracy=0.0
ID=540, predicted=7, true=7, accuracy=1.0
ID=541, predicted=7, true=7, accuracy=1.0
ID=542, predicted=5, true=5, accuracy=1.0
ID=543, predicted=4, true=4, accuracy=1.0
ID=544, predicted=9, true=9, accuracy=1.0
ID=545, predicted=6, true=6, accuracy=1.0
ID=546, predicted=7, true=7, accuracy=1.0
ID=547, predicted=3, true=3, accuracy=1.0
ID=548, predicted=0, true=0, accuracy=1.0
ID=549, predicted=9, true=4, accuracy=0.0
ID=550, predicted=6, true=6, accuracy=1.0
ID=551, predicted=0, true=0, accuracy=1.0
ID=552, predicted=4, true=4, accuracy=1.0
ID=553, predicted=8, true=0, accuracy=0.0
ID=554, predicted=6, true=6, accuracy=1.0
ID=555, predicted=9, true=9, accuracy=1.0
ID=556, predicted=2, true=2, accuracy=1.0
ID=557, predicted=7, true=7, accuracy=1.0
ID=558, predicted=0, true=0, accuracy=1.0
ID=559, predicted=4, true=4, accuracy=1.0
ID=560, predicted=4, true=4, accuracy=1.0
ID=561, predicted=6, true=6, accuracy=1.0
ID=562, predicted=0, true=0, accuracy=1.0
ID=563, predicted=7, true=7, accuracy=1.0
ID=564, predicted=9, true=9, accuracy=1.0
ID=565, predicted=8, true=8, accuracy=1.0
ID=566, predicted=4, true=4, accuracy=1.0
ID=567, predicted=4, true=4, accuracy=1.0
ID=568, predicted=3, true=1, accuracy=0.0
ID=569, predicted=9, true=9, accuracy=1.0
ID=570, predicted=3, true=3, accuracy=1.0
ID=571, predicted=0, true=0, accuracy=1.0
ID=572, predicted=4, true=4, accuracy=1.0
ID=573, predicted=2, true=2, accuracy=1.0
ID=574, predicted=1, true=1, accuracy=1.0
ID=575, predicted=3, true=3, accuracy=1.0
ID=576, predicted=3, true=3, accuracy=1.0
ID=577, predicted=2, true=2, accuracy=1.0
ID=578, predicted=4, true=4, accuracy=1.0
ID=579, predicted=5, true=5, accuracy=1.0
ID=580, predicted=2, true=2, accuracy=1.0
ID=581, predicted=7, true=7, accuracy=1.0
